id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,shot_statsbomb_xg,shot_end_location,shot_technique,shot_body_part,shot_type,shot_outcome,shot_first_time,shot_freeze_frame,possession_team_id,team_id,player_id,shot_key_pass_id,shot_one_on_one,shot_deflected,under_pressure,shot_open_goal,shot_aerial_won,out,shot_follows_dribble,shot_saved_to_post,shot_saved_off_target,shot_redirect,penalty,X,Y,xG,result,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,competition_stage,stadium,match_info,outcome
ba2559c1-632a-4b17-b13a-6cd6c862e0f1,4425,4,00:08:47.559,113,47,Shot,209,Argentina,From Free Kick,Argentina,Lautaro Javier Martínez,Left Wing,"[109.5, 45.9]",0.176393,"['0219bcac-5c2a-4905-8fb6-68b1329394ad', '52dc2459-887f-46d3-ab84-806ed9957190']",3869321,0.2245604,"[114.6, 44.7]",Normal,Right Foot,Open Play,Blocked,True,"[{'location': [118.7, 43.1], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 49.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 44.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 40.5], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 53.8], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 49.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 55.7], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 43.5], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 40.0], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.7, 33.4], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.5, 51.3], 'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.6, 44.6], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.4, 45.4], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.4, 40.5], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.9, 47.9], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.9, 37.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.3, 59.1], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",779,779,11456,5beeacef-e260-4108-ac28-fb23286fe744,,,,,,,,,,,no,109.5,45.9,0.2245604,Blocked,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
ba3b7a77-050b-4aae-ac39-aebfbcd7b513,4450,4,00:09:54.399,114,54,Shot,211,Argentina,From Corner,Argentina,Enzo Fernandez,Right Center Midfield,"[94.2, 43.8]",0.273033,"['5ff0e2de-5f03-498c-9db7-99217f8306de', '93d52763-3016-4c4e-8b6e-2ca4252a7d2c']",3869321,0.032085553,"[103.1, 41.9]",Normal,Left Foot,Open Play,Blocked,,"[{'location': [118.0, 40.8], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.9, 37.2], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 52.1], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.3, 44.0], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 56.1], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 39.4], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 35.3], 'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.6, 38.6], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 30.8], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.7, 45.7], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.9, 27.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.8, 37.6], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.8, 35.8], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.8, 39.5], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.4, 45.8], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 61.8], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.3, 57.6], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.6, 60.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",779,779,38718,582f47fd-fb61-476c-b3e4-eadbd33999f9,,,,,,,,,,,no,94.2,43.8,0.032085553,Blocked,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
742bef2a-769c-48cf-8545-605b811b4f3f,4464,4,00:10:53.370,115,53,Shot,213,Argentina,From Corner,Argentina,Germán Alejandro Pezzella,Right Center Back,"[112.5, 31.3]",0.876633,"['08b347bd-7ecb-47a5-a5b3-d26e14af26be', '612de4a9-1ee6-427f-87f5-1a1e331d37ac']",3869321,0.04452438,"[120.0, 38.2, 3.5]",Normal,Head,Open Play,Off T,,"[{'location': [113.3, 31.6], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.1, 29.6], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 33.2], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.5, 42.6], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 36.7], 'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.3, 38.8], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 35.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 46.1], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 33.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 31.8], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.5, 38.3], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 36.2], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.4, 33.9], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.9, 39.1], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.7, 30.3], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.7, 2.4], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 30.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.0, 40.2], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.5, 46.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",779,779,7161,b2f56fa5-5472-4ea4-95f4-1bd93787deae,,,True,,True,,,,,,no,112.5,31.3,0.04452438,Off T,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
5e8cf8bc-1852-4def-b947-1ed61eb5fb2d,4598,4,00:13:36.101,118,36,Shot,219,Argentina,From Keeper,Argentina,Lautaro Javier Martínez,Left Wing,"[97.6, 38.6]",0.75934,"['9ec2b6b8-b6bf-4364-8043-5e910fab25f3', 'b93db399-014e-41a7-99b1-8e0aa1683c76']",3869321,0.08241133,"[117.0, 38.5, 1.1]",Normal,Left Foot,Open Play,Saved,True,"[{'location': [97.2, 37.3], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 45.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 40.4], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 47.4], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 56.5], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [80.4, 62.4], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 40.8], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.3, 65.7], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.4, 46.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.5, 59.6], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",779,779,11456,60e00d7d-3779-497b-8570-aa72383e8159,,,True,,,,True,,,,no,97.6,38.6,0.08241133,Saved,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
70a28000-795f-45f6-a72d-d44a0e209242,4650,4,00:14:27.828,119,27,Shot,220,Argentina,From Throw In,Argentina,Lionel Andrés Messi Cuccittini,Center Forward,"[96.6, 41.6]",0.058642,"['4cc32e01-3e1b-4998-b4db-77aecb425b76', 'a952a69f-0fd7-43e4-87f9-db43df8e61aa', 'c5893c38-5117-4944-b694-4c1c82e558c5']",3869321,0.04201436,"[97.2, 41.6]",Normal,Left Foot,Open Play,Blocked,,"[{'location': [88.7, 44.0], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 36.3], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.2, 28.9], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 29.8], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 36.6], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 41.9], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.2, 40.6], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 41.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 49.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 41.1], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 28.4], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.8, 37.8], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.2, 38.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 27.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 37.6], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.6, 63.8], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",779,779,5503,42e80354-5702-4cfb-9825-5bb6b226ebd3,,,True,,,,,,,,no,96.6,41.6,0.04201436,Blocked,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
411bfc7d-c827-49f4-bab0-669073097d5b,4661,4,00:15:09.045,120,9,Shot,222,Argentina,From Corner,Argentina,Enzo Fernandez,Right Center Midfield,"[97.2, 49.3]",0.977459,['0717408b-5bbe-4220-9098-2c48b5365718'],3869321,0.038940463,"[120.0, 36.0, 0.4]",Normal,Right Foot,Open Play,Post,,"[{'location': [108.2, 39.1], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 58.0], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.5, 44.7], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.7, 34.0], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 34.0], 'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.7, 38.2], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 35.7], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 43.2], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 49.7], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 59.9], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.7, 41.3], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 31.1], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 32.6], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [91.5, 32.8], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.9, 38.7], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.3, 36.1], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.4, 43.0], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 49.6], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.1, 63.9], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 65.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",779,779,38718,294f8d32-b62f-4757-b865-37c236894951,,,,,,True,,,,,no,97.2,49.3,0.038940463,Post,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
c751e2ee-386d-4644-aa3c-b9c7226ee13d,4686,5,00:01:03.055,121,3,Shot,226,Argentina,Other,Argentina,Lionel Andrés Messi Cuccittini,Center Forward,"[108.1, 40.1]",0.820396,['6a15e1f3-9817-47cd-8d7c-e0b88c033c95'],3869321,0.7835,"[120.0, 38.7, 0.2]",Normal,Left Foot,Penalty,Goal,,,779,779,5503,,,,,,,,,,,,yes,108.1,40.1,0.7835,Goal,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
25af0afc-dffd-4e47-9391-891e82bfe712,4690,5,00:02:39.449,122,39,Shot,228,Argentina,Other,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,"[108.1, 40.1]",0.418069,['58e8f953-9930-482e-9a2a-d857737d1397'],3869321,0.7835,"[120.0, 36.6, 1.5]",Normal,Right Foot,Penalty,Goal,,,779,779,16308,,,,,,,,,,,,yes,108.1,40.1,0.7835,Goal,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
2937f37f-da6f-48c2-a00c-2407e1f3da1d,4694,5,00:04:15.087,124,15,Shot,230,Argentina,Other,Argentina,Gonzalo Ariel Montiel,Right Back,"[108.1, 40.1]",0.638556,['906ce896-6d15-4467-821e-881e421d00a5'],3869321,0.7835,"[120.0, 42.8, 1.4]",Normal,Right Foot,Penalty,Goal,,,779,779,28263,,,,,,,,,,,,yes,108.1,40.1,0.7835,Goal,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
20c06e80-a348-4422-afa8-30f4c1cce330,4698,5,00:06:00.250,126,0,Shot,232,Argentina,Other,Argentina,Enzo Fernandez,Right Center Midfield,"[108.1, 40.1]",0.329678,['cf5341f6-3ed8-4d47-8fe3-68625672d834'],3869321,0.7835,"[120.0, 35.4, 0.5]",Normal,Right Foot,Penalty,Off T,,"[{'location': [118.5, 40.2], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",779,779,38718,,True,,,,,,,,,,yes,108.1,40.1,0.7835,Off T,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
37dad21b-7f2b-4227-8cf1-aa21411a8d32,4703,5,00:07:42.063,127,42,Shot,234,Argentina,Other,Argentina,Lautaro Javier Martínez,Left Wing,"[108.1, 40.1]",0.604913,['91d841f2-d3eb-4d7f-b4ab-08cf59981e2e'],3869321,0.7835,"[120.0, 36.4, 1.6]",Normal,Right Foot,Penalty,Goal,,,779,779,11456,,,,,,,,,,,,yes,108.1,40.1,0.7835,Goal,2022-12-09,21:00:00.000,International - FIFA World Cup,2022,Netherlands,Argentina,2,2,available,Quarter-finals,Lusail Stadium,Netherlands Vs. Argentina (2022-12-09),Netherlands 2 - Argentina 2
545c2c84-018f-4570-a01c-753823feaeac,192,1,00:04:40.798,4,40,Shot,14,Argentina,Regular Play,Argentina,Alexis Mac Allister,Left Center Midfield,"[92.4, 30.0]",0.94819,['109b23ae-6cc9-49d7-888c-0ef1302b8abd'],3869685,0.024542088,"[117.3, 38.3, 0.8]",Normal,Right Foot,Open Play,Saved,,"[{'location': [101.0, 48.0], 'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 36.1], 'player': {'id': 8519, 'name': 'Dayotchanculle Upamecano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 26.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 21.4], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 27.9], 'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 40.3], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 26.9], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.4, 38.5], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [77.7, 59.4], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [84.2, 29.2], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [84.1, 39.5], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.6, 52.5], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 23.7], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 12.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",779,779,27886,b8d55d4b-37dc-4491-ad9c-baa235eec9df,,,,,,,,,,,no,92.4,30.0,0.024542088,Saved,2022-12-18,17:00:00.000,International - FIFA World Cup,2022,Argentina,France,3,3,available,Final,Lusail Stadium,Argentina Vs. France (2022-12-18),Argentina 3 - France 3
